School,year,Games,Cmp,Pass Att,Pct,Yds,Td,Rush Att,Yds,Avg,TD,Plays,Yds,Avg,First Down Pass,First Down Rush,First Down Penalty,First Downs,Penalties,P yards,Fumbles,Int,Tot,Cmp,Pass Att,Pct,Yds,Td,Rush Att,Yds,Avg,TD,Plays,Yds,Avg,First Down Pass,First Down Rush,First Down Penalty,First Downs,Penalties,P yards,Fumbles,Int,Tot
Cincinnati,2005,11,1.2,2.5,-0.9,-21.4,0.1,-2.6,-55.9,-1.2,-1.6,0,-77.1,-1.1,-0.7,-0.5,0.4,-0.8,-1.2,-9.9,0.1,0.6,0.7,2.207656794,3.198523105,1.365461656,16.92241766,0.040403695,2.488318982,-7.848231917,-0.436360579,-0.368627665,5.799424,8.853792,-0.313952,0.950944,0.583008,-0.094592,1.45216,0.694784,5.308576,-0.136928,-0.056896,-0.181024
Cincinnati,2006,13,-0.9,-5.7,7.7,5.2,0.2,10.3,26.1,-0.3,-0.2,4.5,31.3,0.2,1.1,1.7,-0.8,2,0,7.2,0.2,0.2,0.4,1.586125435,1.418818484,2.632369325,14.57793413,0.072322956,4.050655186,-1.058585534,-0.409088464,-0.334902132,5.5395392,13.3430336,-0.2111616,0.9807552,0.8064064,-0.2356736,1.561728,0.5558272,5.6868608,-0.0695424,-0.0055168,-0.0648192
Cincinnati,2007,13,-0.7,-2.2,1.8,32.2,1.6,0.5,33.6,0.8,0.7,-1.8,65.7,1,0.1,1.5,0.3,2,1.9,12,-0.1,-1.1,-1.2,1.128900348,0.695054787,2.46589546,18.10234731,0.377858365,3.340524148,5.873131573,-0.167270771,-0.127921705,4.07163136,23.81442688,0.03107072,0.80460416,0.94512512,-0.12853888,1.6493824,0.82466176,6.94948864,-0.07563392,-0.22441344,-0.29185536
Cincinnati,2008,14,1.6,-0.4,5.3,46.1,0.6,-1.9,2.6,0.3,0.2,-2.3,48.7,0.9,1.5,1,-0.5,1.8,1,12.6,0.7,-0.1,0.5,1.223120278,0.47604383,3.032716368,23.70187784,0.422286692,2.292419319,5.218505258,-0.073816617,-0.062337364,2.797305088,28.7915415,0.204856576,0.943683328,0.956100096,-0.202831104,1.67950592,0.859729408,8.079590912,0.079492864,-0.199530752,-0.133484288
Cincinnati,2009,13,3.4,4,2.3,78.6,1.8,-11.8,-5.1,1.4,0.3,-7.8,73.5,1.8,1.3,-1.4,0.2,0.3,-1.5,-6.4,0,-0.6,-0.7,1.658496223,1.180835064,2.886173094,34.68150228,0.697829354,-0.526064545,3.154804207,0.220946707,0.010130109,0.67784407,37.7332332,0.523885261,1.014946662,0.484880077,-0.122264883,1.403604736,0.387783526,5.18367273,0.063594291,-0.279624602,-0.24678743
Cincinnati,2010,12,0.9,5.5,-7.2,26.7,0.2,-5.3,21.3,1.2,-0.3,0.2,47.9,0.7,0,1.5,0.8,2.2,0.5,6.3,0.7,0.6,1.2,1.506796978,2.044668051,0.868938475,33.08520182,0.598263483,-1.480851636,6.783843365,0.416757365,-0.051895913,0.582275256,39.76658656,0.559108209,0.81195733,0.687904061,0.062188093,1.562883789,0.410226821,5.406938184,0.190875433,-0.103699681,0.042570056
Cincinnati,2011,13,-5.2,-7,-3.3,-54,0.2,3.4,82.3,1.9,1.4,-3.6,28.3,0.7,-2.6,2.5,0.6,0.5,-2.6,-18,-0.8,-0.1,-0.9,0.165437583,0.235734441,0.03515078,15.66816146,0.518610786,-0.504681309,21.88707469,0.713405892,0.238483269,-0.254179795,37.47326925,0.587286567,0.129565864,1.050323249,0.169750475,1.350307031,-0.191818543,0.725550547,-0.007299654,-0.102959745,-0.145943955
Cincinnati,2012,13,-5.5,-9.8,0,-13.7,0.9,2.5,65.9,1.5,1.1,-7.2,52.1,1.3,-2.6,2,0.4,-0.1,-0.8,-3.1,-0.3,-0.4,-0.7,-0.967649934,-1.771412447,0.028120624,9.794529165,0.594888629,0.096254953,30.68965975,0.870724714,0.410786616,-1.643343836,40.3986154,0.729829254,-0.416347309,1.240258599,0.21580038,1.060245625,-0.313454834,-0.039559562,-0.065839723,-0.162367796,-0.256755164
Cincinnati,2013,13,4.4,2.4,8.3,92.4,1,7.2,64,1,1.3,9.6,156.5,1.4,3.4,3.3,-0.3,6.5,-0.1,5.6,0.2,0.3,0.6,0.105880053,-0.937129958,1.682496499,26.31562333,0.675910903,1.517003962,37.3517278,0.896579771,0.588629292,0.605324931,63.61889232,0.863863403,0.346922153,1.652206879,0.112640304,2.1481965,-0.270763868,1.08835235,-0.012671778,-0.069894237,-0.085404131
Cincinnati,2014,6,2.9,8.2,-5.8,41.1,0.9,-16.2,-122.1,-1.3,-0.7,-8,-81,-0.4,2.3,-6.4,1.3,-2.6,-3.2,-27.7,-1,0.5,-0.5,0.664704042,0.890296034,0.1859972,29.27249867,0.720728723,-2.02639683,5.461382242,0.457263817,0.330903434,-1.115740055,34.69511386,0.611090722,0.737537722,0.041765504,0.350112243,1.1985572,-0.856611094,-4.66931812,-0.210137423,0.044084611,-0.168323305
Clemson,2000,11,-2,-6.5,4.1,-28.5,0.7,14.5,134.6,1.9,1.6,8,106,0.9,-0.9,6.9,-0.6,5.4,1.3,11.4,0,-0.5,-0.5,-2.299952747,-6.313324173,2.91556031,-34.11302935,0.070431082,10.02499713,79.97674356,1.01198025,0.818232523,8,106,0.9,-0.9,6.9,-0.6,5.4,1.3,11.4,0,-0.5,-0.5
Clemson,2001,11,2.2,2.6,2.4,11.2,-0.3,-0.2,20.4,0.5,0.4,2.4,31.6,0.3,-0.2,2.5,-0.9,1.5,2.1,16.8,0.3,0.4,0.6,-1.399962198,-4.530659338,2.812448248,-25.05042348,-0.003655134,7.979997708,68.06139485,0.9095842,0.734586018,6.88,91.12,0.78,-0.76,6.02,-0.66,4.62,1.46,12.48,0.06,-0.32,-0.28
Clemson,2002,13,2.7,5.6,-1.9,45.6,-0.3,-5.6,-37.5,-0.5,0.4,0.1,8.1,0.1,1.7,0,-0.5,1.1,-0.6,-0.6,0.5,-0.6,-0.1,-0.579969758,-2.504527471,1.869958598,-10.92033878,-0.062924107,5.263998166,46.94911588,0.62766736,0.667668815,5.524,74.516,0.644,-0.268,4.816,-0.628,3.916,1.048,9.864,0.148,-0.376,-0.244
Clemson,2003,13,5.4,6.2,5,79.1,0.6,-2,5,0.3,0.4,4.3,84.2,0.8,2.2,0.6,1.6,4.3,0.2,-3.4,-0.2,-0.1,-0.3,0.616024193,-0.763621976,2.495966879,7.083728975,0.069660714,3.811198533,38.55929271,0.562133888,0.614135052,5.2792,76.4528,0.6752,0.2256,3.9728,-0.1824,3.9928,0.8784,7.2112,0.0784,-0.3208,-0.2552
Clemson,2004,11,-0.4,-0.3,-0.9,-3.5,-0.3,-7.9,-28.1,-0.1,0,-8.2,-31.7,0,-0.5,-2.8,1.1,-2.3,-2,-14.2,0.1,0.5,0.7,0.412819355,-0.670897581,1.816773503,4.96698318,-0.004271429,1.468958826,25.22743416,0.42970711,0.491308041,2.58336,54.82224,0.54016,0.08048,2.61824,0.07408,2.73424,0.30272,2.92896,0.08272,-0.15664,-0.06416
Clemson,2005,12,3.1,0.3,9.2,35.6,0.4,1.6,32.4,0.7,0.7,1.9,68,0.9,0.6,2.6,0.7,3.9,-3.7,-25.1,-0.4,-0.4,-0.7,0.950255484,-0.476718065,3.293418802,11.09358654,0.076582857,1.495167061,26.66194733,0.483765688,0.533046433,2.446688,57.457792,0.612128,0.184384,2.614592,0.199264,2.967392,-0.497824,-2.676832,-0.013824,-0.205312,-0.191328
Clemson,2006,13,-1.3,-4.4,5,15.4,0.7,2.5,114.7,2.8,1.4,-2,130.1,2.2,-1.1,3.6,0.4,2.8,-1.7,-10.3,0.1,-0.3,-0.1,0.500204387,-1.261374452,3.634735042,11.95486924,0.201266286,1.696133649,44.26955787,0.947012551,0.706437146,1.5573504,71.9862336,0.9297024,-0.0724928,2.8116736,0.2394112,2.9339136,-0.7382592,-4.2014656,0.0089408,-0.2242496,-0.1730624
Clemson,2007,13,3.7,2.3,6.7,53.6,1.4,4.3,42.9,0.7,0.4,6.6,96.4,0.9,2.3,2.7,0.3,5.3,-2,-7.8,-0.2,-0.7,-1,1.14016351,-0.549099562,4.247788034,20.28389539,0.441013028,2.216906919,43.99564629,0.89761004,0.645149717,2.56588032,76.86898688,0.92376192,0.40200576,2.78933888,0.25152896,3.40713088,-0.99060736,-4.92117248,-0.03284736,-0.31939968,-0.33844992
Clemson,2008,13,0.7,-2.1,6.2,45.3,0.1,-0.9,-15.9,-0.3,1.2,-3.1,29.5,0.7,1.5,-0.1,0.7,2.2,-1,-5.1,0.3,-0.3,0,1.052130808,-0.859279649,4.638230427,25.28711631,0.372810423,1.593525535,32.01651703,0.658088032,0.756119774,1.432704256,67.3951895,0.879009536,0.621604608,2.211471104,0.341223168,3.165704704,-0.992485888,-4.956937984,0.033722112,-0.315519744,-0.270759936
Clemson,2009,14,2.5,2.1,5.2,29.2,0.2,-7.9,18.9,1.3,1.1,-5.8,48.1,1.1,1.8,-1.2,-0.9,-0.2,-0.9,0.3,0.2,-0.6,-0.4,1.341704646,-0.267423719,4.750584341,26.06969305,0.338248338,-0.305179572,29.39321363,0.786470426,0.824895819,-0.013836595,63.5361516,0.923207629,0.857283686,1.529176883,0.092978534,2.492563763,-0.97398871,-3.905550387,0.06697769,-0.372415795,-0.296607949
Clemson,2010,13,1.9,2.1,2.5,3.8,-0.1,-2,10.5,0.5,0.9,0,14.3,0.2,1.1,-0.3,0,0.9,-0.8,-9.4,0.3,-0.1,0.3,1.453363717,0.206061024,4.300467473,21.61575444,0.250598671,-0.644143657,25.6145709,0.729176341,0.839916655,-0.011069276,53.68892128,0.778566103,0.905826949,1.163341507,0.074382828,2.174051011,-0.939190968,-5.00444031,0.113582152,-0.317932636,-0.177286359
Clemson,2011,14,4.8,7.7,0.9,64.8,0.5,-2.7,-18.4,-0.2,0.1,5,46.4,0.2,3.8,-1.2,-0.3,2.3,-1.2,-10,0.3,-0.1,0.1,2.122690974,1.70484882,3.620373979,30.25260355,0.300478936,-1.055314926,16.81165672,0.543341073,0.691933324,0.991144579,52.23113703,0.662852882,1.484661559,0.690673205,-0.000493738,2.199240808,-0.991352775,-6.003552248,0.150865721,-0.274346109,-0.121829087
Clemson,2012,13,5.4,3.7,9,81.3,1.3,7.9,35.2,0,0.8,11.5,116.5,0.7,4.2,3.6,-0.5,7.3,-0.3,-2,-0.3,0.1,-0.2,2.778152779,2.103879056,4.696299183,40.46208284,0.500383149,0.735748059,20.48932538,0.434672858,0.713546659,3.092915663,65.08490962,0.670282306,2.027729247,1.272538564,-0.10039499,3.219392647,-0.85308222,-5.202841798,0.060692577,-0.199476887,-0.13746327
Clemson,2013,13,10.7,8.8,15.8,132.1,1.9,0,18.9,0.5,0.3,9,151,1.4,5.4,2.5,-0.6,7.2,-0.9,-1.7,0,-0.5,-0.5,4.362522223,3.443103245,6.917039346,58.78966627,0.780306519,0.588598447,20.1714603,0.447738286,0.630837327,4.274332531,82.2679277,0.816225845,2.702183398,1.518030851,-0.200315992,4.015514117,-0.862465776,-4.502273439,0.048554062,-0.25958151,-0.209970616
Clemson,2014,7,8.3,7.4,11.8,121.4,0.8,8.4,35.2,0.2,0.4,15.9,156.7,1.1,5.5,1.6,0,7.1,-4,-23.7,-0.6,0,-0.5,5.150017778,4.234482596,7.893631477,71.31173302,0.784245215,2.150878758,23.17716824,0.398190629,0.584669862,6.599466024,97.15434216,0.872980676,3.261746718,1.534424681,-0.160252794,4.632411294,-1.489972621,-8.341818751,-0.081156751,-0.207665208,-0.267976493
Colorado,2000,11,0.6,1.7,-1,-7,-0.3,-5.9,-53.1,-0.8,0,-4.2,-60.1,-0.5,0.8,-3,0,-2.4,1.6,4.5,-0.3,-0.2,-0.5,2.249539361,1.991575463,4.045578425,42.78650741,0.354445691,-0.955802631,2.395273626,0.110604201,0.370347871,-4.2,-60.1,-0.5,0.8,-3,0,-2.4,1.6,4.5,-0.3,-0.2,-0.5
Colorado,2001,12,-3.8,-10.2,6.5,-22.7,-0.1,14.1,99.7,1,1,4,77.1,0.8,-0.9,4.4,-0.7,2.9,1.5,16.4,0.5,-0.5,0,1.039631489,-0.446739629,4.53646274,29.68920593,0.263556553,2.055357895,21.8562189,0.28848336,0.496278297,-2.56,-32.66,-0.24,0.46,-1.52,-0.14,-1.34,1.58,6.88,-0.14,-0.26,-0.4
Colorado,2002,14,-6.5,-9.8,-4.5,-53.9,0,6.7,62.7,0.7,0.2,-3.1,8.8,0.3,-2.8,2,-0.8,-1.7,1.8,20.4,-0.3,-0.2,-0.5,-0.468294809,-2.317391703,2.729170192,12.97136474,0.210845242,2.984286316,30.02497512,0.370786688,0.437022637,-2.668,-24.368,-0.132,-0.192,-0.816,-0.272,-1.412,1.624,9.584,-0.172,-0.248,-0.42
Colorado,2003,12,3,3,3.2,-2,0,-1.2,-57.3,-1.4,-0.2,1.7,-59.3,-1,0.3,-2.7,0.2,-2.1,-0.7,-10.1,0.3,0.3,0.5,0.225364153,-1.253913363,2.823336153,9.977091794,0.168676194,2.147429053,12.5599801,0.016629351,0.30961811,-1.7944,-31.3544,-0.3056,-0.0936,-1.1928,-0.1776,-1.5496,1.1592,5.6472,-0.0776,-0.1384,-0.236
Colorado,2004,13,-1.1,-2.5,1,-45.2,-0.4,-7.2,-36.6,-0.3,-0.5,-9.7,-81.8,-0.4,-1.3,-2.5,-0.5,-4.3,2,14,-0.2,0.2,-0.1,-0.039708678,-1.50313069,2.458668923,-1.058326565,0.054940955,0.277943242,2.727984077,-0.046696519,0.147694488,-3.37552,-41.44352,-0.32448,-0.33488,-1.45424,-0.24208,-2.09968,1.32736,7.31776,-0.10208,-0.07072,-0.2088
Colorado,2005,13,-1.3,-2.4,0.2,-26.1,0,-2.5,10.1,0.6,-0.2,-4.8,-16.1,0.1,-0.4,-0.4,0.2,-0.5,2.7,19.9,0.3,-0.5,-0.2,-0.291766942,-1.682504552,2.006935138,-6.066661252,0.043952764,-0.277645406,4.202387262,0.082642784,0.07815559,-3.660416,-36.374816,-0.239584,-0.347904,-1.243392,-0.153664,-1.779744,1.601888,9.834208,-0.021664,-0.156576,-0.20704
Colorado,2006,12,-11.9,-11.3,-20,-110,-1.2,4.2,60.5,1.2,0,-7.1,-49.5,-0.2,-5.1,2.2,-0.5,-3.3,-1.6,-6.7,-0.3,-0.3,-0.7,-2.613413554,-3.606003642,-2.394451889,-26.853329,-0.204837789,0.617883675,15.46190981,0.306114228,0.062524472,-4.3483328,-38.9998528,-0.2316672,-1.2983232,-0.5547136,-0.2229312,-2.0837952,0.9615104,6.5273664,-0.0773312,-0.1852608,-0.305632
Colorado,2007,13,-0.5,0.1,-1.4,-27,-0.4,4.7,16.2,0,0.1,4.7,-10.8,-0.5,-1.6,0.7,0.5,-0.3,0.3,3.7,0.3,0.1,0.3,-2.190730843,-2.864802913,-2.195561512,-26.8826632,-0.243870231,1.43430694,15.60952785,0.244891382,0.070019578,-2.53866624,-33.35988224,-0.28533376,-1.35865856,-0.30377088,-0.07834496,-1.72703616,0.82920832,5.96189312,-0.00186496,-0.12820864,-0.1845056
Colorado,2008,12,-1.6,2,-8.6,-21.3,0.3,-1.4,-41.8,-1,-1,0.6,-63.1,-1,-0.4,-1.4,-0.2,-2,-0.2,-6.3,0.1,0.4,0.6,-2.072584674,-1.891842331,-3.476449209,-25.76613056,-0.135096185,0.867445552,4.127622278,-0.004086894,-0.143984338,-1.910932992,-39.30790579,-0.428267008,-1.166926848,-0.523016704,-0.102675968,-1.781628928,0.623366656,3.509514496,0.018508032,-0.022566912,-0.02760448
Colorado,2009,12,4.5,11.3,-5,24.6,-0.1,-7.4,-73.3,-1.3,-0.1,3.9,-48.7,-1,2.2,-1.9,-0.2,0.1,1.8,9.7,-0.2,0.7,0.5,-0.75806774,0.746526135,-3.781159367,-15.69290445,-0.128076948,-0.786043558,-11.35790218,-0.263269516,-0.13518747,-0.748746394,-41.18632463,-0.542613606,-0.493541478,-0.798413363,-0.122140774,-1.405303142,0.858693325,4.747611597,-0.025193574,0.12194647,0.077916416
Colorado,2010,12,-2.2,0.8,-8.3,-37.1,-0.5,2.4,-3.3,-0.3,0,3.2,-40.3,-0.8,-1.5,-0.2,0.6,-1.1,0.6,-3.3,-0.1,0.1,0,-1.046454192,0.757220908,-4.684927494,-19.97432356,-0.202461558,-0.148834847,-9.746321742,-0.270615612,-0.108149976,0.041002885,-41.00905971,-0.594090885,-0.694833183,-0.678730691,0.02228738,-1.344242514,0.80695466,3.138089277,-0.04015486,0.117557176,0.062333133
Colorado,2011,13,-1.6,2.8,-9.9,-17.8,-1,-4.1,-75.2,-1.8,-1.2,-1.3,-93,-1.3,-1.5,-3.6,0,-5.1,1.2,-4.4,0,0.3,0.3,-1.157163353,1.165776727,-5.727941995,-19.53945885,-0.361969247,-0.939067877,-22.83705739,-0.57649249,-0.326519981,-0.227197692,-51.40724777,-0.735272708,-0.855866546,-1.262984552,0.017829904,-2.095394011,0.885563728,1.630471422,-0.032123888,0.154045741,0.109866506
Colorado,2012,12,-2.2,3.2,-12.8,-70,-2.4,-2.8,-115.7,-2.8,-1,0.4,-185.7,-2.7,-3.1,-4.7,0.7,-7.1,-0.8,-6.3,0.3,1.3,1.5,-1.365730683,1.572621381,-7.142353596,-29.63156708,-0.769575397,-1.311254302,-41.40964591,-1.021193992,-0.461215985,-0.101758154,-78.26579821,-1.128218166,-1.304693237,-1.950387642,0.154263924,-3.096315209,0.548450982,0.044377138,0.03430089,0.383236593,0.387893205
Colorado,2013,11,-1.8,-1.2,-3,-25,-0.3,-6.4,-102,-1.9,-2.3,-7.7,-127,-1.1,-1.5,-3.8,1.2,-4.1,-0.8,-10.7,0,0.6,0.6,-1.452584546,1.018097105,-6.313882877,-28.70525366,-0.675660318,-2.329003442,-53.52771673,-1.196955194,-0.828972788,-1.621406523,-88.01263857,-1.122574533,-1.34375459,-2.320310114,0.363411139,-3.297052167,0.278760786,-2.10449829,0.027440712,0.426589274,0.430314564
Colorado,2014,7,12.8,15.3,8.3,48.8,-0.1,4.8,-16.6,-1.1,-0.6,20.1,32.3,-1.1,5,-0.2,0.2,5,1.4,12.6,-0.5,0.9,0.4,1.397932363,3.874477684,-3.391106302,-13.20420293,-0.560528254,-0.903202753,-46.14217339,-1.177564155,-0.78317823,2.722874782,-63.95011086,-1.118059627,-0.075003672,-1.896248091,0.330728911,-1.637641734,0.503008629,0.836401368,-0.07804743,0.521271419,0.424251651
Colorado State,2000,11,3.6,4.1,4.3,65.4,0.9,-2.9,-9.2,0.1,0.6,1.1,56.2,0.7,2.9,-0.4,0.9,3.2,-1.6,-13.3,0,0,0,-0.338318072,-1.056835435,0.978698107,14.59705851,0.395356975,-1.562429336,11.00877679,0.458873678,0.575442311,1.1,56.2,0.7,2.9,-0.4,0.9,3.2,-1.6,-13.3,0,0,0
Colorado State,2001,11,-6.2,-6.2,-11.1,-62.8,0.1,-2.8,-20.7,-0.1,-0.2,-9,-83.5,-0.4,-3.5,-2.5,0.5,-5.6,-1.5,-8.4,0,-0.2,-0.1,-1.510654458,-2.085468348,-1.437041515,-0.882353193,0.33628558,-1.809943469,4.667021429,0.347098943,0.420353849,-0.92,28.26,0.48,1.62,-0.82,0.82,1.44,-1.58,-12.32,0,-0.04,-0.02
Colorado State,2002,14,-5.4,-6.6,-5.9,-22.9,0,5.6,38.1,0.3,0.5,-1,15.2,0.3,-1.5,1.8,0,0.2,-1,-2.7,0,-0.1,-0.2,-2.288523566,-2.988374678,-2.329633212,-5.285882555,0.269028464,-0.327954775,11.35361714,0.337679154,0.436283079,-0.936,25.648,0.444,0.996,-0.296,0.656,1.192,-1.464,-10.396,0,-0.052,-0.056
Colorado State,2003,13,0.1,-1.5,3.5,33,0.4,4.1,36.2,0.5,0.4,2.5,69.1,0.8,1.2,1.3,0.2,2.7,-0.5,-6.2,1,0.2,1.1,-1.810818853,-2.690699743,-1.163706569,2.371293956,0.295222771,0.55763618,16.32289371,0.370143323,0.429026463,-0.2488,34.3384,0.5152,1.0368,0.0232,0.5648,1.4936,-1.2712,-9.5568,0.2,-0.0016,0.1752
Colorado State,2004,11,2.1,2,3,67.4,0,-7.3,-110.1,-2.1,-0.9,-5.2,-42.7,-0.2,2.1,-5.1,0.6,-2.5,-1.9,-20.3,0.3,0.8,1.1,-1.028655082,-1.752559794,-0.330965255,15.37703516,0.236178217,-1.013891056,-8.961685028,-0.123885341,0.163221171,-1.23904,18.93072,0.37216,1.24944,-1.00144,0.57184,0.69488,-1.39696,-11.70544,0.22,0.15872,0.36016
Colorado State,2005,12,5.7,8,2.9,80.3,0.5,-8.9,-101.1,-1.6,-0.9,-0.9,-20.8,-0.2,3.8,-5.3,-0.5,-1.8,0.5,4.7,-0.6,0.2,-0.5,0.317075934,0.197952165,0.315227796,28.36162813,0.288942574,-2.591112845,-27.38934802,-0.419108273,-0.049423064,-1.171232,10.984576,0.257728,1.759552,-1.861152,0.357472,0.195904,-1.017568,-8.424352,0.056,0.166976,0.188128
Colorado State,2006,12,3.4,4.3,3.2,36.8,0.2,-5.5,-72.6,-1.6,-1,-1.2,-35.7,-0.5,0.9,-2.3,-0.1,-1.5,-1.2,-11.8,0.1,0.5,0.6,0.933660747,1.018361732,0.892182236,30.04930251,0.271154059,-3.172890276,-36.43147842,-0.655286619,-0.239538451,-1.1769856,1.6476608,0.1061824,1.5876416,-1.9489216,0.2659776,-0.1432768,-1.0540544,-9.0994816,0.0648,0.2335808,0.2705024
Colorado State,2007,12,-1,-1.4,-0.7,4.3,0.2,1.1,-40.6,-1.1,-1,-0.2,-36.4,-0.5,-0.4,-1.5,0.4,-1.4,-0.1,-2.6,-0.7,0.7,0,0.546928598,0.534689385,0.573745789,24.899442,0.256923247,-2.318312221,-37.26518273,-0.744229295,-0.391630761,-0.98158848,-5.96187136,-0.01505408,1.19011328,-1.85913728,0.29278208,-0.39462144,-0.86324352,-7.79958528,-0.08816,0.32686464,0.21640192
Colorado State,2008,13,0.2,2.3,-3.9,28.2,-0.3,-1.1,-42.5,-1.1,-0.3,1.3,-14.3,-0.4,0.5,-1.6,-0.1,-1.2,-1.4,-13.6,-0.6,0.4,-0.2,0.477542878,0.887751508,-0.321003369,25.5595536,0.145538598,-2.074649777,-38.31214619,-0.815383436,-0.373304609,-0.525270784,-7.629497088,-0.092043264,1.052090624,-1.807309824,0.214225664,-0.555697152,-0.970594816,-8.959668224,-0.190528,0.341491712,0.133121536
Colorado State,2009,12,-5.2,-4.7,-7.9,-28.8,-0.6,-1.5,-7.8,0,-0.5,-6.2,-36.6,0,-2,-1.5,0.2,-3.4,-0.2,-5.6,-0.4,0.4,0,-0.657965697,-0.229798793,-1.836802695,14.68764288,-0.003569122,-1.959719821,-32.20971695,-0.652306749,-0.398643687,-1.660216627,-13.42359767,-0.073634611,0.441672499,-1.745847859,0.211380531,-1.124557722,-0.816475853,-8.287734579,-0.2324224,0.35319337,0.106497229
Colorado State,2010,12,3.3,7.3,-5.2,-4.1,-1.1,-7.2,-84.9,-1.5,-1.5,0,-89,-1.4,0.8,-4.4,0.2,-3.4,-0.2,-2.1,0,0.8,0.6,0.133627442,1.276160965,-2.509442156,10.93011431,-0.222855297,-3.007775857,-42.74777356,-0.821845399,-0.618914949,-1.328173302,-28.53887814,-0.338907689,0.513337999,-2.276678287,0.209104425,-1.579646177,-0.693180682,-7.050187663,-0.18593792,0.442554696,0.205197783
Colorado State,2011,12,2.2,4.3,-1.3,5,-0.6,-4.8,-66.9,-1.1,-0.9,-0.6,-61.9,-0.9,-0.7,-2.2,0.4,-2.6,1.3,4.5,-0.2,0.5,0.4,0.546901954,1.880928772,-2.267553725,9.744091445,-0.298284238,-3.366220686,-47.57821885,-0.877476319,-0.67513196,-1.182538641,-35.21110251,-0.451126151,0.270670399,-2.26134263,0.24728354,-1.783716942,-0.294544546,-4.740150131,-0.188750336,0.454043757,0.244158226
Colorado State,2012,12,-1.1,-1,-1.5,7,-0.7,-10,-73.6,-0.8,-0.6,-11.2,-66.6,-0.1,-0.3,-3.8,-0.8,-4.9,1.5,15.8,-0.3,0.7,0.4,0.217521563,1.304743018,-2.11404298,9.195273156,-0.37862739,-4.692976548,-52.78257508,-0.861981055,-0.660105568,-3.186030913,-41.48888201,-0.380900921,0.15653632,-2.569074104,0.037826832,-2.406973553,0.064364363,-0.632120105,-0.211000269,0.503235005,0.275326581
Colorado State,2013,14,-0.8,-0.8,-0.9,-9.3,-0.7,3.7,64,1.2,1.5,2.9,54.7,0.5,-1.3,4.3,-0.7,2.3,0.7,13.5,-0.3,0.1,-0.2,0.01401725,0.883794414,-1.871234384,5.496218525,-0.442901912,-3.014381239,-29.42606006,-0.449584844,-0.228084454,-1.968824731,-22.25110561,-0.204720737,-0.134770944,-1.195259283,-0.109738534,-1.465578843,0.191491491,2.194303916,-0.228800215,0.422588004,0.180261265
Colorado State,2014,6,2.9,3.1,2.4,73,1,-4.7,-42.6,-0.6,-0.2,-1.5,30.4,0.6,3,-1.6,-0.3,1,-0.3,-2.7,0.5,0,0.5,0.5912138,1.327035531,-1.016987507,18.99697482,-0.15432153,-3.351504991,-32.06084805,-0.479667875,-0.222467563,-1.875059784,-11.72088448,-0.043776589,0.492183245,-1.276207427,-0.147790828,-0.972463074,0.093193193,1.215443133,-0.083040172,0.338070403,0.244209012
Connecticut,2000,11,4.4,12.4,-8.5,61.7,0,-15.5,-140.9,-2.1,-1.6,-3,-79.2,-0.8,2.7,-5.3,1,-1.6,-0.7,-8.6,0.1,0.6,0.6,4.4,12.4,-8.5,61.7,0,-15.5,-140.9,-2.1,-1.6,-3,-79.2,-0.8,2.7,-5.3,1,-1.6,-0.7,-8.6,0.1,0.6,0.6
Connecticut,2001,11,-2.7,4.1,-15.2,-57.7,-0.9,-8.8,-101.8,-2,-1.3,-4.7,-159.5,-1.9,-3.3,-2.6,0.7,-5.2,-2.1,-26.7,-0.3,0.7,0.5,2.98,10.74,-9.84,37.82,-0.18,-14.16,-133.08,-2.08,-1.54,-3.34,-95.26,-1.02,1.5,-4.76,0.94,-2.32,-0.98,-12.22,0.02,0.62,0.58
Connecticut,2002,12,5.8,5.9,8.9,62.2,0.6,-0.8,-19.1,-0.5,0.3,5.1,43.1,0.2,3,-0.2,0.2,3,0.4,-3.9,-0.3,-0.7,-1,3.544,9.772,-6.092,42.696,-0.024,-11.488,-110.284,-1.764,-1.172,-1.652,-67.588,-0.776,1.8,-3.848,0.792,-1.256,-0.704,-10.556,-0.044,0.356,0.264
Connecticut,2003,12,6.1,7.4,5.4,96.7,1.4,0.9,40.8,1,0.8,8.2,137.5,1.3,4.6,0.8,0.5,6,-0.8,-8.2,-0.4,0.4,0,4.0552,9.2976,-3.7936,53.4968,0.2608,-9.0104,-80.0672,-1.2112,-0.7776,0.3184,-26.5704,-0.3608,2.36,-2.9184,0.7336,0.1952,-0.7232,-10.0848,-0.1152,0.3648,0.2112
Connecticut,2004,12,9.5,9.4,12.2,91.3,0.7,-2,11,0.5,0.3,7.5,102.4,0.9,6.3,-0.6,-0.1,5.5,-0.7,-0.3,0,0.5,0.4,5.14416,9.31808,-0.59488,61.05744,0.34864,-7.60832,-61.85376,-0.86896,-0.56208,1.75472,-0.77632,-0.10864,3.148,-2.45472,0.56688,1.25616,-0.71856,-8.12784,-0.09216,0.39184,0.24896
Connecticut,2005,11,2.2,2.1,4.3,-9,0.4,3.5,36.1,0.6,0,5.6,27.1,0,0.4,1.5,1.3,3.3,-0.5,-9.9,0,-0.4,-0.4,4.555328,7.874464,0.384096,47.045952,0.358912,-5.386656,-42.263008,-0.575168,-0.449664,2.523776,4.798944,-0.086912,2.5984,-1.663776,0.713504,1.664928,-0.674848,-8.482272,-0.073728,0.233472,0.119168
